1000	0.07757
1001	0.07757
1002	0.06749
1003	0.06749
1004	0.07409
1005	0.07103
1006	0.07103
1007	0.07103
1008	0.07103
1009	0.07656
1010	0.07796
1011	0.07796
1012	0.08419
1013	0.09156
1014	0.08109
1015	0.08593
1016	0.09151
1017	0.08783
1018	0.08783
1019	0.08783
1020	0.08963
1021	0.08963
1022	0.08744
1023	0.08907
1024	0.08907
1025	0.08708
1026	0.08708
1027	0.0903
1028	0.0903
1029	0.08987
1030	0.09065
1031	0.0735
1032	0.07156
1033	0.07156
1034	0.07156
1035	0.07697
1036	0.07468
1037	0.06815
1038	0.06815
1039	0.08119
1040	0.07339
1041	0.06784
1042	0.06509
1043	0.06509
1044	0.06777
1045	0.06777
1046	0.07341
1047	0.07341
1048	0.07494
1049	0.07494
1050	0.07494
1051	0.07494
1052	0.0769
1053	0.07331
1054	0.07481
1055	0.07481
1056	0.07009
1057	0.07025
1058	0.06832
1059	0.0638
1060	0.0638
1061	0.0638
1062	0.0638
1063	0.0638
1064	0.06868
1065	0.07945
1066	0.07316
1067	0.07187
1068	0.07102
1069	0.07102
1070	0.07309
1071	0.08008
1072	0.08431
1073	0.0883
1074	0.0883
1075	0.08919
1076	0.09004
1077	0.08759
1078	0.08233
1079	0.08233
1080	0.08156
1081	0.08047
1082	0.07989
1083	0.07989
1084	0.07989
1085	0.08172
1086	0.08172
1087	0.07328
1088	0.07221
1089	0.07221
1090	0.07221
1091	0.07354
1092	0.07354
1093	0.07354
1094	0.07408
1095	0.07408
1096	0.07612
1097	0.07612
1098	0.07416
1099	0.07675
1100	0.07425
1101	0.08208
1102	0.08208
1103	0.08555
1104	0.08951
1105	0.08145
1106	0.08145
1107	0.08145
1108	0.08428
1109	0.08428
1110	0.08428
1111	0.08428
1112	0.09027
1113	0.08932
1114	0.08932
1115	0.08981
1116	0.09145
1117	0.09145
1118	0.09145
1119	0.09145
1120	0.08746
1121	0.09004
1122	0.08916
1123	0.08705
1124	0.08705
1125	0.08927
1126	0.08461
1127	0.08755
1128	0.08486
1129	0.08259
1130	0.08349
1131	0.08349
1132	0.07995
1133	0.07995
1134	0.07995
1135	0.07995
1136	0.0787
1137	0.07755
1138	0.07755
1139	0.07755
1140	0.07755
1141	0.07189
1142	0.07189
1143	0.07247
1144	0.07247
1145	0.07209
1146	0.07209
1147	0.07129
1148	0.06762
1149	0.07563
1150	0.07538
1151	0.07538
1152	0.07538
1153	0.07538
1154	0.07501
1155	0.07501
1156	0.09203
1157	0.08768
1158	0.08768
1159	0.08613
1160	0.08962
1161	0.08962
1162	0.09374
1163	0.09374
1164	0.09031
1165	0.08123
1166	0.08363
1167	0.0751
1168	0.0838
1169	0.07428
1170	0.07425
1171	0.07425
1172	0.07425
1173	0.07392
1174	0.07694
1175	0.08442
1176	0.08442
1177	0.08403
1178	0.08257
1179	0.08615
1180	0.07447
1181	0.07675
1182	0.07784
1183	0.07447
1184	0.07447
1185	0.08112
1186	0.08112
1187	0.07177
1188	0.07177
1189	0.07177
1190	0.0651
1191	0.08806
1192	0.0907
1193	0.0907
1194	0.08822
1195	0.09318
1196	0.09318
1197	0.09318
1198	0.08023
1199	0.08023
1200	0.07754
1201	0.07754
1202	0.08321
1203	0.07636
1204	0.0797
1205	0.07591
1206	0.07591
1207	0.07591
1208	0.0739
1209	0.07987
1210	0.07924
1211	0.07633
1212	0.07633
1213	0.07633
1214	0.08184
1215	0.07903
1216	0.07903
1217	0.07903
1218	0.07633
1219	0.07633
1220	0.08186
1221	0.08186
1222	0.07793
1223	0.08087
1224	0.08246
1225	0.08246
1226	0.08246
1227	0.08589
1228	0.08527
1229	0.08008
1230	0.08788
1231	0.08555
1232	0.08555
1233	0.08044
1234	0.0754
1235	0.07702
1236	0.07702
1237	0.07537
1238	0.07537
1239	0.07537
1240	0.07537
1241	0.0748
1242	0.0748
1243	0.0748
1244	0.0748
1245	0.07488
1246	0.07154
1247	0.07081
1248	0.0657
1249	0.07287
1250	0.07287
1251	0.06951
1252	0.06779
1253	0.06779
1254	0.06779
1255	0.0685
1256	0.06966
1257	0.06966
1258	0.06966
1259	0.06536
1260	0.06536
1261	0.06627
1262	0.06627
1263	0.06481
1264	0.06481
1265	0.07454
1266	0.07454
1267	0.07454
1268	0.08442
1269	0.08442
1270	0.08442
1271	0.08691
1272	0.08835
1273	0.08164
1274	0.07694
1275	0.07694
1276	0.07694
1277	0.07536
1278	0.07793
1279	0.08427
1280	0.08611
1281	0.08611
1282	0.08403
1283	0.08403
1284	0.08339
1285	0.08339
1286	0.08339
1287	0.08339
1288	0.08562
1289	0.08562
1290	0.08612
1291	0.09084
1292	0.09084
1293	0.06504
1294	0.0709
1295	0.08015
